,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.3119394071985749,-0.0783646443559034,0.20599086966748728,-0.1258384516403188,0.2938647175595032,-0.4939625271625248,0.17841953479348727,0.3665209352547367,-0.4120824054314812,0.09114969338826052,-0.10453954081370599,0.39078122593903847,em
1,-0.28377589005168025,-0.15234554804336065,0.2851692840515302,-0.18137105311877746,0.2906809898858731,-0.3974568478432484,0.03172101332003935,0.4510077894927071,-0.39122981527171635,0.04542314713199288,-0.10812571918138807,0.4103026496280392,em
2,-0.22258764185276364,-0.17644778599014335,0.2948116935323036,-0.20534735342605517,0.2769034090562904,-0.311701444452591,-0.05383883801736129,0.47895391382058744,-0.42434757320824373,0.13792302841792134,-0.18339943608784007,0.38907802820790693,em
3,-0.30981266106610006,-0.14631545275665958,0.3225556024381797,-0.1453712973662624,0.1262478769245205,-0.2203870711917785,-0.06773988967511159,0.5331088123182743,-0.4979462713406567,0.09611247729722544,-0.0677482480350786,0.3772961224534606,em
4,-0.3681241756700645,-0.1932181381253508,0.3007234905943307,0.07524756582435117,-0.1061381476134671,-0.18278614306066626,0.0032780699882322233,0.5091169737728571,-0.47188054519031386,0.00035240935360307166,-0.018409097598810518,0.45183773772530805,em
5,-0.40354055115293547,-0.14951564304705006,0.22353863558443854,0.15049894949383308,-0.11456681775026165,-0.22487712535789547,0.02652506713781885,0.5056936969254591,-0.43538113393619693,-0.060214511187336,0.0034449493070598212,0.47839448398307194,em
6,-0.4462411168957426,-0.07588224646120413,0.1401902554076291,0.18151336168859314,-0.08848858024224363,-0.28764399690177184,0.13453883365967145,0.38126285763604173,-0.39728040111845114,0.03705260900026374,-0.13639906250784337,0.557377486735057,em
7,-0.4640795241839824,-0.05979905294099161,0.1311097875093321,0.17687017048045392,-0.08588090856503539,-0.27350164279193234,0.12487952015404648,0.360361654998802,-0.3657219580955924,0.03546981465005488,-0.1650964785375963,0.5853886173224425,em
8,-0.5996318963009206,0.08130848584440303,0.23207611483778826,-0.12085100721669916,0.05133754911511097,-0.1383896902914522,0.005039341575186001,0.2796423346265478,-0.24091177366213593,0.008005652344121126,-0.1721339284973186,0.6145088176253783,em
9,-0.18578022151103024,-0.2575912481776477,0.22902472673752555,0.08108714647937806,0.04928361161423457,-0.3524705975781117,0.0428032493078011,0.5629565869069213,-0.5319478914264376,0.04682788213396736,-0.014810273701537582,0.3306170292149483,em
